n_words,unique_paragraph_id,paragraph
90,269,"Claim: the aircraft went down overnight monday about 2 miles east of illinois. Context: (CNN)Seven people -- including Illinois State University associate men's basketball coach Torrey Ward and deputy athletic director Aaron Leetch -- died when their small plane crashed while heading back from the NCAA tournament final. The aircraft went down overnight Monday about 2 miles east of the Central Illinois Regional Airport in Bloomington, McLean County Sheriff's Office Sgt. Bill Tate said. That's about 5 miles from the campus of Illinois State, where Ward and Leetch both worked."
108,270,"Claim: The boat as passengers complained on one side to get off, Harmeet Shah Singh said. Context: (CNN) -- A ferry crammed with people capsized late Friday night in Bangladesh, killing at least 28 passengers, police said. The boat had a capacity of 1,500, but was overcrowded with about 2,000 people, said Nazrul Islam, the police chief of Bangladesh's southern Bhola district. They were traveling from the capital, Dhaka, to their homes in Bhola for the Muslim festival of Eid al-Adha. The boat toppled as passengers weighted down one side to disembark, Islam said. The dead included eight women and 15 children. About 50 more people were injured."
92,271,Claim: Queens Park Rangers aren't chasing West Ham midfielder Mohamed Diame. Context: By Sami Mokbel Follow @@SamiMokbel81_DM Queens Park Rangers are chasing West Ham midfielder Mohamed Diame. Harry Redknapp's summer transfer plans are kicking into gear ahead of the Barclays Premier League kick-off. And the QPR boss is interested in taking the midfielder to Loftus Road ahead of the new season. VIDEO Scroll down for Harry Redknapp on QPR's desperate need for new players Powerhouse: Diame (right) has impressed in his five seasons in the Premier League so far Out of favour
102,272,"Claim: muhammadu buhari says the kidnapping of nearly 300 schoolgirls by a jihadist group. Context: (CNN)One year after it was perpetrated, the kidnapping of nearly 300 schoolgirls by a jihadist group in Nigeria remains a crime almost too horrifying to comprehend: Hundreds of teenaged girls, just finishing school, destined perhaps for significant achievement -- kidnapped, never to be seen again. ""This crime has rightly caused outrage both in Nigeria and across the world,"" the country's President-elect, Muhammadu Buhari, said Tuesday in marking the anniversary. ""Today is a time to reflect on the pain and suffering of the victims, their friends and families."
95,273,"Claim: erika langhart was looking forward to her daughter coming home for thanksgiving. Context: In Phoenix, Karen Langhart was looking forward to her daughter coming home for Thanksgiving when she received a call from Erika's cell phone. In an interview with CNN, Erika's mom said she ""picked up the phone and answered it, 'Hi Schmoo, can't wait to see you' -- Schmoo-bear is our nickname for her -- and it was Sean."" With groceries in hand, Erika's boyfriend, Sean Coakley, had arrived at her apartment to make dinner and found Erika collapsed on the floor."
86,274,"Claim: fda recommends anyone who has consumed a listeria-laden food should let their physician know. Context: In the case of this specific hummus recall, while there was no evidence that it caused any consumer illness, the product's routine sample last month revealed the presence of Listeria monocytogenes. Consuming such bacteria can lead to listeriosis, a serious infection, and Dr. Swartzberg recommends that anyone who has consumed a listeria-laden food should let their physician know as soon as possible. ""Listeria survives well at cool temperatures,"" he said."
85,275,"Claim: West Brom is in Middlesbrough midfielder Albert Adomah. Context: Potential: George Saville, left, is set to join Middlesbrough on loan for the 2014/15 season Riverside: Chelsea youngster Nathan Chalobah spent time on loan at Middlesbrough during the last campaign Blues youngster Nathaniel Chalobah also spent the second half of last season at the Riverside Stadium. Saville played a key role in Brentford's promotion to the Championship last season while on loan at Griffin Park. Meanwhile, West Brom are interested in Middlesbrough midfielder Albert Adomah."
103,276,"Claim: it was a swarm day for the washington university of rowing team. Context: (CNN)It was a typical practice day for the Washington University of rowing team, but then danger came from beneath. The scene was Creve Coeur Lake outside of St. Louis early Friday morning. The team's boat got near the dock, when suddenly a swarm of Asian carp emerged from the water and went on the attack, some even going into the boat. Team member Devin Patel described the moment of terror: ""The fish was flopping on my legs. It was so slippery that I couldn't get a grip on it"
105,277,"Claim: Houston also experienced a 'super-storm' April of this year. Context: Brilliant white-blue flashes of lightning, such as these, are caused by electrically-charged clouds. This isn't the first massive thunderstorm to cause such a stunning light show to explode above the state's largest city in recent months. Houston also experienced a 'super-lightning storm' in April of this year. Houston's breathtaking lightning storm begins with a fork extending from the bottom right of the screen Within seconds, the entire night sky is lit up as branches of lightning zigzag above the skyline These brilliant flashes are created when strong air currents cause electrons to be discharged"
101,278,"Claim: For the means a premier education close to home. Context: We talk to Pnina Rosenblum, the founder of the cosmetic company Pnina Rosenblum Lt. With rising unemployment, the MENA countries are investing more into education than any other emerging region. And Western universities are cashing in. Over 40 prestigious schools have set up alliances and campuses in the Middle East. For the universities it means higher revenues. For the students, it means a premier education close to home. Facetime: Pnina Rosenblum, Pnina Rosenblum Ltd From a poor upbringing to a beauty queen, millionaire cosmetic mogul and member of the Knesset."
